name,value,year,last value,rank
Assassin's Creed Odyssey,59936,17,58988,8
The Sims 4,53508,17,52397,9
Animal Crossing: New Horizons,697555,18,663300,0
Final Fantasy VII Remake,502490,18,387496,1
The Legend of Zelda: Breath of the Wild,320347,18,273825,2
Grand Theft Auto V,268995,18,248013,3
Red Dead Redemption 2,221609,18,189619,4
The Witcher 3: Wild Hunt,143242,18,120009,5
The Elder Scrolls V: Skyrim,104644,18,92669,6
Pokemon Sword,88869,18,81278,7
Assassin's Creed Odyssey,69745,18,59936,8
Super Mario Odyssey,61136,18,#N/A,9
Animal Crossing: New Horizons,710758,19,697555,0
Final Fantasy VII Remake,575460,19,502490,1
The Legend of Zelda: Breath of the Wild,329651,19,320347,2
Grand Theft Auto V,273992,19,268995,3
Red Dead Redemption 2,224079,19,221609,4
The Witcher 3: Wild Hunt,144295,19,143242,5
The Elder Scrolls V: Skyrim,105308,19,104644,6
Pokemon Sword,90035,19,88869,7
Assassin's Creed Odyssey,70430,19,69745,8
Final Fantasy VII,62001,19,#N/A,9
Animal Crossing: New Horizons,619076,20,710758,0
Final Fantasy VII Remake,492391,20,575460,1
The Legend of Zelda: Breath of the Wild,267512,20,329651,2
Grand Theft Auto V,237853,20,273992,3
Red Dead Redemption 2,181388,20,224079,4
The Witcher 3: Wild Hunt,117788,20,144295,5
The Elder Scrolls V: Skyrim,90050,20,105308,6
Pokemon Sword,78717,20,90035,7
Assassin's Creed Odyssey,57017,20,70430,8
The Sims 4,49932,20,#N/A,9
Animal Crossing: New Horizons,633277,21,619076,0
Final Fantasy VII Remake,369642,21,492391,1
The Legend of Zelda: Breath of the Wild,263427,21,267512,2
Grand Theft Auto V,237654,21,237853,3
Red Dead Redemption 2,181463,21,181388,4
The Witcher 3: Wild Hunt,113883,21,117788,5
The Elder Scrolls V: Skyrim,90105,21,90050,6
Pokemon Sword,81078,21,78717,7
Assassin's Creed Odyssey,56657,21,57017,8
The Sims 4,48528,21,49932,9
Animal Crossing: New Horizons,602163,22,633277,0
Final Fantasy VII Remake,373046,22,369642,1
The Legend of Zelda: Breath of the Wild,253618,22,263427,2
Grand Theft Auto V,233692,22,237654,3
Red Dead Redemption 2,175878,22,181463,4
The Witcher 3: Wild Hunt,109292,22,113883,5
The Elder Scrolls V: Skyrim,87017,22,90105,6
Pokemon Sword,77438,22,81078,7
Assassin's Creed Odyssey,54575,22,56657,8
The Sims 4,46536,22,48528,9
Animal Crossing: New Horizons,610587,23,602163,0
Final Fantasy VII Remake,346522,23,373046,1
The Legend of Zelda: Breath of the Wild,251690,23,253618,2
Grand Theft Auto V,245405,23,233692,3
Red Dead Redemption 2,171214,23,175878,4
The Witcher 3: Wild Hunt,105651,23,109292,5
The Elder Scrolls V: Skyrim,87116,23,87017,6
Pokemon Sword,73441,23,77438,7
Assassin's Creed Odyssey,53146,23,54575,8
The Sims 4,44768,23,46536,9
Animal Crossing: New Horizons,564190,24,610587,0
Final Fantasy VII Remake,348204,24,346522,1
The Legend of Zelda: Breath of the Wild,255119,24,251690,2
Grand Theft Auto V,226918,24,245405,3
Red Dead Redemption 2,171067,24,171214,4
The Witcher 3: Wild Hunt,106464,24,105651,5
The Elder Scrolls V: Skyrim,87711,24,87116,6
Pokemon Sword,72323,24,73441,7
Assassin's Creed Odyssey,53106,24,53146,8
The Sims 4,45357,24,44768,9
Animal Crossing: New Horizons,615420,25,564190,0
Final Fantasy VII Remake,404425,25,348204,1
The Legend of Zelda: Breath of the Wild,294519,25,255119,2
Red Dead Redemption 2,199408,25,171067,3
