name,value,year,last value,rank
Grand Theft Auto VI [rumored title],277442,15,#N/A,0
Dune [remake],132462,15,383797,1
Cooking Mama: Cookstar,65621,15,#N/A,2
World War Z,58737,15,#N/A,3
Destiny 2,57504,15,#N/A,4
Animal Crossing: New Horizons,55639,15,62978,5
Old World,47373,15,#N/A,6
Rick and Morty,42948,15,#N/A,7
McFarlane Toys,41332,15,#N/A,8
Apple,38881,15,#N/A,9
Final Fantasy VII Remake,212492,16,#N/A,0
Grand Theft Auto VI [rumored title],118198,16,277442,1
PlayStation 5,97270,16,#N/A,2
Rogue One: A Star Wars Story,84550,16,#N/A,3
Crysis,78030,16,#N/A,4
Star Wars: Episode I: Racer,71572,16,#N/A,5
Dune [remake],55261,16,132462,6
Cyberpunk 2077,48430,16,#N/A,7
Marvel's X-Men,47816,16,#N/A,8
Destiny 2,37258,16,57504,9
Final Fantasy VII Remake,263525,17,212492,0
Cyberpunk 2077,169732,17,48430,1
Animal Crossing: New Horizons,116573,17,#N/A,2
Resident Evil [1996],62140,17,#N/A,3
Star Wars: The Clone Wars,58955,17,#N/A,4
Xbox Series X,55304,17,#N/A,5
Streets of Rage 4,54369,17,#N/A,6
PlayStation 5,42231,17,97270,7
Rogue One: A Star Wars Story,36743,17,84550,8
Marvel's X-Men,29879,17,47816,9
Final Fantasy VII Remake,267507,18,263525,0
Animal Crossing: New Horizons,157435,18,116573,1
Star Wars Battlefront II,117828,18,#N/A,2
Cyberpunk 2077,65273,18,169732,3
Resident Evil [1996],64849,18,62140,4
Xbox Series X,35755,18,55304,5
Ghostbusters 3: Hellbent [unproduced],35446,18,#N/A,6
PlayStation 5,33611,18,42231,7
Call of Duty: Warzone,30533,18,#N/A,8
Ozark,30243,18,#N/A,9
AJ and the Queen,209920,19,#N/A,0
Final Fantasy VII Remake,168808,19,267507,1
Animal Crossing: New Horizons,125829,19,157435,2
Star Wars Battlefront II,77928,19,117828,3
Marvel's Shang-Chi and the Legend of the Ten Rings,74073,19,#N/A,4
Divinity: Original Sin II,64414,19,#N/A,5
Other,47355,19,#N/A,6
Call of Duty: Warzone,42281,19,30533,7
Gears Tactics,37069,19,#N/A,8
Dune [remake],35747,19,#N/A,9
Final Fantasy VII Remake,310384,20,168808,0
Death Stranding,237785,20,#N/A,1
Star Wars: The Mandalorian,173685,20,#N/A,2
Xbox Series X,93898,20,#N/A,3
Wild,84943,20,#N/A,4
Animal Crossing: New Horizons,73869,20,125829,5
AJ and the Queen,66683,20,209920,6
Nintendo Switch,54382,20,#N/A,7
Dune [remake],54050,20,35747,8
The Elder Scrolls VI,46240,20,#N/A,9
Final Fantasy VII Remake,261804,21,310384,0
Animal Crossing: New Horizons,239232,21,73869,1
Peaky Blinders,114786,21,#N/A,2
Venom: Let There Be Carnage,74267,21,#N/A,3
HBO Max,66850,21,#N/A,4
The Elder Scrolls VI,63338,21,46240,5
Dragon Ball Z: Kakarot,45720,21,#N/A,6
Xbox Series X,45553,21,93898,7
Dune [remake],45318,21,54050,8
The Iron Mask,42971,21,#N/A,9
Xbox Series X,118265,22,45553,0
Final Fantasy VII Remake,114660,22,261804,1
Trials of Mana,111181,22,#N/A,2
Call of Duty: Warzone,96734,22,#N/A,3
Microsoft Flight Simulator,86437,22,#N/A,4
Animal Crossing: New Horizons,51865,22,239232,5
Back to the Future,40364,22,#N/A,6
Far Cry 3,39339,22,#N/A,7
Other,37380,22,#N/A,8
The Flash,30855,22,#N/A,9
Gone Girl,234503,23,#N/A,0
WWE 2K20,88313,23,#N/A,1
XCOM: Chimera Squad,79250,23,#N/A,2
Back to the Future,53389,23,40364,3
