name,value,year,last value,rank
Pokemon Trading Card Game,97186,14,#N/A,7
The Elder Scrolls V: Skyrim,95022,14,100167,8
Pokemon Sword,93856,14,94440,9
Animal Crossing: New Horizons,784863,15,802673,0
Final Fantasy VII Remake,469841,15,602052,1
Grand Theft Auto VI [rumored title],278997,15,#N/A,2
The Legend of Zelda: Breath of the Wild,264094,15,272640,3
Grand Theft Auto V,249010,15,262242,4
Red Dead Redemption 2,190602,15,192806,5
Dune [remake],134736,15,385916,6
The Witcher 3: Wild Hunt,125250,15,132412,7
The Elder Scrolls V: Skyrim,92150,15,95022,8
Pokemon Sword,84202,15,93856,9
Animal Crossing: New Horizons,732269,16,784863,0
Final Fantasy VII Remake,617279,16,469841,1
The Legend of Zelda: Breath of the Wild,267007,16,264094,2
Grand Theft Auto V,256418,16,249010,3
Red Dead Redemption 2,184626,16,190602,4
Grand Theft Auto VI [rumored title],123666,16,278997,5
The Witcher 3: Wild Hunt,119518,16,125250,6
PlayStation 5,102483,16,#N/A,7
The Elder Scrolls V: Skyrim,91650,16,92150,8
Rogue One: A Star Wars Story,84599,16,#N/A,9
Animal Crossing: New Horizons,784001,17,732269,0
Final Fantasy VII Remake,660534,17,617279,1
The Legend of Zelda: Breath of the Wild,276309,17,267007,2
Grand Theft Auto V,251660,17,256418,3
Red Dead Redemption 2,193288,17,184626,4
Cyberpunk 2077,170840,17,#N/A,5
The Witcher 3: Wild Hunt,122009,17,119518,6
The Elder Scrolls V: Skyrim,93399,17,91650,7
Pokemon Sword,84892,17,#N/A,8
Assassin's Creed Odyssey,62558,17,#N/A,9
Animal Crossing: New Horizons,859715,18,784001,0
Final Fantasy VII Remake,781269,18,660534,1
The Legend of Zelda: Breath of the Wild,323397,18,276309,2
Grand Theft Auto V,272640,18,251660,3
Red Dead Redemption 2,225795,18,193288,4
The Witcher 3: Wild Hunt,145150,18,122009,5
Star Wars Battlefront II,119118,18,#N/A,6
The Elder Scrolls V: Skyrim,105466,18,93399,7
Pokemon Sword,93360,18,84892,8
Assassin's Creed Odyssey,73183,18,62558,9
Animal Crossing: New Horizons,841263,19,859715,0
Final Fantasy VII Remake,753563,19,781269,1
The Legend of Zelda: Breath of the Wild,333228,19,323397,2
Grand Theft Auto V,277770,19,272640,3
Red Dead Redemption 2,227694,19,225795,4
AJ and the Queen,209928,19,#N/A,5
The Witcher 3: Wild Hunt,146590,19,145150,6
