name,value,year,last value,rank
Super Smash Bros. Ultimate,38711,15,#N/A,9
Ghost of Tsushima,226765,16,364711,0
Star Wars: Episode V -- The Empire Strikes Back,156288,16,#N/A,1
Dr. Disrespect TV Series,149793,16,#N/A,2
The Last of Us Part II,91450,16,70694,3
Microsoft Flight Simulator,62086,16,#N/A,4
No Man's Sky,61872,16,#N/A,5
Extraction [2020],60947,16,#N/A,6
Xbox One X,56228,16,#N/A,7
Paper Mario: The Origami King,51365,16,196399,8
Avengers: Endgame,51365,16,#N/A,9
PlayStation 5,180688,17,#N/A,0
Ghost of Tsushima,154489,17,226765,1
Paper Mario: The Origami King,124482,17,51365,2
Code Geass: Lelouch of the Rebellion,122643,17,#N/A,3
Cursed,109034,17,#N/A,4
The Last of Us Part II,86779,17,91450,5
Watch Dogs Legion,67969,17,#N/A,6
Marvel's The Falcon and The Winter Soldier,47909,17,#N/A,7
Star Wars (Hasbro),44542,17,#N/A,8
The Gray Man,28886,17,#N/A,9
Xbox Series X,492553,18,#N/A,0
Marvel Collectibles (Sideshow Collectibles),346767,18,#N/A,1
Ghost of Tsushima,234437,18,154489,2
The Last of Us Part II,115758,18,86779,3
PlayStation 5,100366,18,180688,4
Watch Dogs Legion,79376,18,67969,5
The Walking Dead,72394,18,#N/A,6
The Old Guard,64442,18,#N/A,7
Palm Springs,52847,18,#N/A,8
Code Geass: Lelouch of the Rebellion,49967,18,122643,9
Xbox Series X,342017,19,492553,0
Ghost of Tsushima,267855,19,234437,1
The Walking Dead,228601,19,72394,2
Marvel Collectibles (Sideshow Collectibles),177589,19,346767,3
The Last of Us Part II,126007,19,115758,4
Godzilla vs. Kong,50873,19,#N/A,5
Palm Springs,47902,19,52847,6
Bloodborne,39852,19,#N/A,7
PlayStation 5,36679,19,100366,8
Cursed,30353,19,#N/A,9
Marvel's Avengers,704051,20,#N/A,0
PlayStation 5,180239,20,36679,1
The Last of Us Part II,157565,20,126007,2
Ghost of Tsushima,131509,20,267855,3
Tenet,98940,20,#N/A,4
Star Wars Collectibles (Sideshow Collectibles),89136,20,#N/A,5
Star Wars: Episode IV -- A New Hope,88905,20,#N/A,6
Call of Duty 2020,87507,20,#N/A,7
Avengers: Endgame,79268,20,#N/A,8
The Walking Dead,75536,20,228601,9
Marvel's Avengers,343201,21,704051,0
Batman [2016 - Current],190339,21,#N/A,1
PlayStation 5,154783,21,180239,2
Ghost of Tsushima,106090,21,131509,3
Assassin's Creed Odyssey,101091,21,#N/A,4
Panzer Paladin,96315,21,#N/A,5
The Last of Us Part II,91453,21,157565,6
Final Fantasy VII Remake,80920,21,#N/A,7
World of Tanks,58172,21,#N/A,8
Star Wars Collectibles (Sideshow Collectibles),54658,21,89136,9
Marvel Legends (Hasbro),504886,22,#N/A,0
Halo Infinite,126873,22,#N/A,1
Marvel's Avengers,113939,22,343201,2
Batman [2016 - Current],74474,22,190339,3
Star Wars: Squadrons,72864,22,#N/A,4
Star Wars: Galaxy's Edge,65239,22,#N/A,5
Mafia: Definitive Edition,62202,22,#N/A,6
The Last of Us Part II,57282,22,91453,7
Assassin's Creed Valhalla,51305,22,#N/A,8
Ghost of Tsushima,50263,22,106090,9
Halo Infinite,324272,23,126873,0
Marvel Legends (Hasbro),161136,23,504886,1
Xbox Series X,158189,23,#N/A,2
Star Wars Collectibles (Sideshow Collectibles),93163,23,#N/A,3
Fable [Next-Gen],80106,23,#N/A,4
Cobra Kai,59559,23,#N/A,5
Marvel's Avengers,53897,23,113939,6
The Last of Us Part II,49875,23,57282,7
The New Mutants,40599,23,#N/A,8
Star Wars -- Rian Johnson Trilogy #1,39800,23,#N/A,9
Halo Infinite,183905,24,324272,0
Ghost of Tsushima,70441,24,#N/A,1
Eiyuden Chronicle: Hundred Heroes,70036,24,#N/A,2
Red Dead Redemption 2,68131,24,#N/A,3
Avowed,61826,24,#N/A,4
FIFA 21,60497,24,#N/A,5
The Last of Us Part II,50935,24,49875,6
Xbox Series X,37661,24,158189,7
Sonic the Hedgehog 2: The Movie,36037,24,#N/A,8
Spider-Man 3 [Tom Holland Sequel],35207,24,#N/A,9
Zack Snyder's Justice League,105341,25,#N/A,0
Vikings,74073,25,#N/A,1
Marvel's Avengers,69542,25,#N/A,2
The Last of Us Part II,54611,25,50935,3
Dark Nights: Death Metal,42825,25,#N/A,4
Halo Infinite,41715,25,183905,5
Justice League,39296,25,#N/A,6
The Last of Us: The Series,38284,25,#N/A,7
FIFA 21,36894,25,60497,8
The Walking Dead,34436,25,#N/A,9
Zack Snyder's Justice League,154907,26,105341,0
Vikings,71102,26,74073,1
PlayStation 5,63375,26,#N/A,2
Call of Duty 2020,63176,26,#N/A,3
Marvel's Daredevil,60006,26,#N/A,4
The Last of Us: The Series,58613,26,38284,5
The Last of Us Part II,56733,26,54611,6
Justice League,46881,26,39296,7
The Walking Dead,27731,26,34436,8
Halo Infinite,26591,26,41715,9
Dungeons & Dragons,220695,27,#N/A,0
Destroy All Humans!,167088,27,#N/A,1
Call of Duty: Modern Warfare 2: Campaign Remastered,103440,27,#N/A,2
Othercide,93040,27,#N/A,3
Halo Infinite,91578,27,26591,4
Ghost of Tsushima,83866,27,#N/A,5
The Witcher,78313,27,#N/A,6
The Legend of Zelda: Ocarina of Time,66126,27,#N/A,7
Marvel's Daredevil,63672,27,60006,8
Carrion,50943,27,#N/A,9
Mob Psycho 100,120215,28,#N/A,0
PlayStation 5,109634,28,#N/A,1
Burnout 3: Takedown,92157,28,#N/A,2
DC Showcase - Batman: Death in the Family,84109,28,#N/A,3
Super Smash Bros. Brawl,76918,28,#N/A,4
Othercide,70134,28,93040,5
Pokemon Trading Card Game,66973,28,#N/A,6
Tony Hawk's Pro Skater 1 & 2,65534,28,#N/A,7
Dungeons & Dragons,61188,28,220695,8
Hearthstone: Heroes of WarCraft,61146,28,#N/A,9
Star Wars: The Rise of Skywalker,477385,29,#N/A,0
Marvel's Avengers,136737,29,#N/A,1
Mob Psycho 100,92029,29,120215,2
Ratched,61501,29,#N/A,3
Super Smash Bros. Brawl,59166,29,76918,4
Burnout 3: Takedown,57774,29,92157,5
Nioh 2,56919,29,#N/A,6
Hellpoint,55624,29,#N/A,7
Die Hart,51823,29,#N/A,8
Tony Hawk's Pro Skater 1 & 2,50749,29,65534,9
PlayStation 4 Pro,232843,30,#N/A,0
Microsoft Flight Simulator,152563,30,#N/A,1
Star Wars: The Rise of Skywalker,129961,30,477385,2
Transformers: War for Cybertron,71845,30,#N/A,3
J.R.R. Tolkien's The Lord of the Rings Project,69151,30,#N/A,4
Hellpoint,53351,30,55624,5
Animal Crossing: New Horizons,43970,30,#N/A,6
Halo Infinite,43344,30,#N/A,7
Mob Psycho 100,41056,30,92029,8
The Last of Us Part II,40859,30,#N/A,9
Halo Infinite,285776,31,43344,0
The Umbrella Academy,134088,31,#N/A,1
PlayStation 4 Pro,126360,31,232843,2
The Last of Us: The Series,117750,31,#N/A,3
Anthem,82940,31,#N/A,4
J.R.R. Tolkien's The Lord of the Rings Project,80724,31,69151,5
Transformers: War for Cybertron,59919,31,71845,6
Battletoads,53716,31,#N/A,7
The Last of Us Part II,39357,31,40859,8
Skater XL,35519,31,#N/A,9
